,User,Date,Tweet,Positive,Negative,Neutral,Tweets Ago,Compound
374,Fox,Mon Jun 04 19:29:51 +0000 2018,"RT @sodevious: ""Marginalized is about treatment. 
Privilege is about access. 
Diversity is about variety.
Inclusion is about experience.""…",0.128,0.872,0.0,75,0.3612
375,Fox,Mon Jun 04 16:38:18 +0000 2018,"RT @nkkl: *smart, talented people leave GH because of sexism and hostile work environment*
Tech community: This is fine.

*uncool company w…",0.19,0.669,0.141,76,0.3182
376,Fox,Sun Jun 03 13:35:22 +0000 2018,RT @FINOkoye: Yes!! 👏🏾👏🏾 As someone who followed a very similar path (scholarship ticket 2016; watched online/via twitter 2017; speaker 201…,0.147,0.853,0.0,77,0.508
377,Fox,Sun Jun 03 13:27:20 +0000 2018,RT @taravancil: “Technology is not neutral. It encodes a set of values and as a political system it encodes a set of rights” -@pfrazee at #…,0.109,0.891,0.0,78,0.4019
378,Fox,Sun Jun 03 12:45:30 +0000 2018,Speaking truth to power. An excellent talk on design decision making and responsibility by @FINOkoye.  👏🏻 #jsconfeu https://t.co/0ybuSyGwyj,0.273,0.727,0.0,79,0.7184
379,Fox,Sun Jun 03 12:37:49 +0000 2018,"So glad to see @the_patima cover the topic of burnout, self-care and unhealthy overperformance cultivated by the te… https://t.co/HblzPyWYIe",0.139,0.718,0.144,80,-0.0276
380,Fox,Sun Jun 03 12:30:49 +0000 2018,"Best talks I’ve seen at #jsconfeu were given by women, and even more so, women of color. ✊🏾",0.198,0.802,0.0,81,0.6369
381,Fox,Sun Jun 03 10:40:49 +0000 2018,"Aussie team at #jsconfeu represents. 🇦🇺

https://t.co/hQnRLioQVF",0.0,1.0,0.0,82,0.0
382,Fox,Sun Jun 03 10:08:05 +0000 2018,"RT @veernacular: “white men, if you’re feeling uncomfortable right now, [then you’re only experiencing a tiny amount of what i do every day…",0.065,0.823,0.113,83,-0.2732
383,Fox,Sun Jun 03 07:30:16 +0000 2018,I cannot overstate how incredible leader @KimCrayton1  is. It was a privilege to see her on #jsconfeu stage. #causeascene,0.135,0.865,0.0,84,0.3612
384,Fox,Sat Jun 02 09:04:02 +0000 2018,"I’m at #jsconfeu for the next two days. Come say hi if you want to talk about web performance, community organizing… https://t.co/NzjfcJfR0d",0.058,0.942,0.0,85,0.0772
385,Fox,Sat Jun 02 09:02:54 +0000 2018,RT @misprintedtype: That opening... 😍😍😍 #jsconfeu https://t.co/oyfL5dHfPI,0.0,1.0,0.0,86,0.0
386,Fox,Sat Jun 02 08:25:55 +0000 2018,"@SandraPersing I don’t have any stickers to trade, but I feel like the fox one is very appropriate for me 😂🙏🏻",0.153,0.847,0.0,87,0.5023
387,Fox,Sat Jun 02 08:16:54 +0000 2018,Another example of a stellar production @jsconfeu is. https://t.co/9olYAicTDg,0.0,1.0,0.0,88,0.0
388,Fox,Sat Jun 02 08:12:30 +0000 2018,RT @bibydigital: 💘 @jsconfeu https://t.co/fovdb64tls,0.0,1.0,0.0,89,0.0
389,Fox,Sat Jun 02 07:57:38 +0000 2018,RT @jsconfeu: WELCOME TO JSCONF EU 2018!!! https://t.co/N8gFgOoICg,0.397,0.603,0.0,90,0.6817
390,Fox,Sat Jun 02 06:40:51 +0000 2018,"@sehurlburt I totally agree, I’ve had these rules for a long time now. I wrote about it too. https://t.co/xD4DYDlSQL",0.157,0.843,0.0,91,0.4201
391,Fox,Sat Jun 02 06:33:43 +0000 2018,If I got asked if I’m technical one more time at any event I swear there will be no mercy. https://t.co/qTVg2DnGYK,0.114,0.731,0.155,92,0.0258
392,Fox,Sat Jun 02 06:19:12 +0000 2018,"Currently watching the #jsconfeu opening rehearsal and what can I say…

Do
Not
Miss
This.",0.0,0.89,0.11,93,-0.1531
393,Fox,Sat Jun 02 06:05:34 +0000 2018,"Another @CSSconfeu on the cards. Fantastic work by @kriesse, @rtrospekt and dozens of volunteers.

Unchangeably, th… https://t.co/0qdL5MQR6q",0.184,0.816,0.0,94,0.5574
394,Fox,Fri Jun 01 08:58:09 +0000 2018,"@jackiebackwards thank you for the tweet quote in your slides 😂 

I really enjoyed your talk! A refreshing look on… https://t.co/9VxunPHA3d",0.285,0.715,0.0,95,0.7495
395,Fox,Thu May 31 15:51:08 +0000 2018,I’m happy products like @TransferWise pop up to truly disrupt banking. I’ve just transferred some funds with a $350… https://t.co/myErV7CYC3,0.363,0.637,0.0,96,0.8442
396,Fox,Thu May 31 14:23:46 +0000 2018,"RT @KimCrayton1: I'd like to announce @patriciarealini as the 1st confirmed speaker for @causeasceneconf Berlin June 4th

If you are from a…",0.106,0.894,0.0,97,0.3612
397,Fox,Thu May 31 12:46:11 +0000 2018,"@borisschapira Thank you!

In some cases, possibly. Hosting in resorts or further from major transport hubs increas… https://t.co/xTmZPkJrO1",0.141,0.859,0.0,98,0.4199
398,Fox,Thu May 31 10:49:36 +0000 2018,"RT @Katrina_HRM: The more often a woman said that she prioritizes home/family over work, the larger the controlled gender pay gap becomes,…",0.0,0.935,0.065,99,-0.1027
399,Fox,Thu May 31 10:27:28 +0000 2018,"RT @melkargi: I love you @sarahcuda. Love 💖

""Silicon Valley is not data-driven' it is all about 'pattern-recognition'. Data shows us women…",0.318,0.682,0.0,100,0.8555
400,nytimes,Sun Jun 10 02:25:06 +0000 2018,RT @amyvirshup: Kris Kobach email in group of documents released in connection with census lawsuit says he talked to Wilbur Ross about citi…,0.0,0.921,0.079,1,-0.2263
401,nytimes,Sun Jun 10 02:15:35 +0000 2018,"Before leaving the annual meeting of major world powers, President Trump said that on a scale of 0 to 10, ""the rela… https://t.co/5dSqlZmSHy",0.0,1.0,0.0,2,0.0
402,nytimes,Sun Jun 10 02:05:49 +0000 2018,Documents Show Political Lobbying in Census Question About Citizenship https://t.co/41VoR04bNy,0.0,0.874,0.126,3,-0.0772
403,nytimes,Sun Jun 10 02:03:04 +0000 2018,"Venomous stonefish are ugly, and they're poisonous. And now scientists have discovered that they carry switchblades. https://t.co/YsJ7HkazJa",0.0,0.682,0.318,4,-0.7906
404,nytimes,Sun Jun 10 01:56:53 +0000 2018,"Trudeau’s office responded to Trump's tweets with a statement: ""We are focused on everything we accomplished here a… https://t.co/wQERlgpNnJ",0.256,0.744,0.0,5,0.6705
405,nytimes,Sun Jun 10 01:47:24 +0000 2018,"The ice over Manhattan would have buried even the tallest skyscraper. As it melted, giant boulders embedded deep wi… https://t.co/ulWgedMV5w",0.0,1.0,0.0,6,0.0
406,nytimes,Sun Jun 10 01:35:50 +0000 2018,"Trudeau sought to play down personal clashes with Trump as he wrapped up the G-7 summit, saying he leaves “inspired… https://t.co/gY0bzq4klo",0.107,0.893,0.0,7,0.34
407,nytimes,Sun Jun 10 01:30:41 +0000 2018,Nick Cave Wants You to Work It Out on the Dance Floor https://t.co/GMPPrGqLh7,0.0,1.0,0.0,8,0.0
408,nytimes,Sun Jun 10 01:18:36 +0000 2018,"Janelle Monáe brings a pair of big fuzzy socks on the road. ""I like to moonwalk when I’m on the tour bus. It’s my f… https://t.co/jbf5ZtCzC8",0.094,0.906,0.0,9,0.3612
409,nytimes,Sun Jun 10 01:03:05 +0000 2018,"RT @kimseverson: Here's a sketch of Bourdain’s last couple of days in the medieval village where he died, from @MilanSchreuer of the @nytim…",0.0,0.854,0.146,10,-0.5574
410,nytimes,Sun Jun 10 00:04:46 +0000 2018,Judge Stops Deportation of a New York Pizza Delivery Man https://t.co/HvmhAiLkvU,0.0,0.849,0.151,11,-0.1531
411,nytimes,Sat Jun 09 23:43:28 +0000 2018,RT @nytimestravel: This year would have been Leonard Bernstein's 100th birthday. Celebrate his rich musical legacy at these events around t…,0.278,0.722,0.0,12,0.8074
412,nytimes,Sat Jun 09 23:43:02 +0000 2018,"Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling P… https://t.co/Y0hQKylGpt",0.0,0.87,0.13,13,-0.4019
413,nytimes,Sat Jun 09 23:25:30 +0000 2018,I Have Post-Brokeness Stress Disorder https://t.co/DzbNcVsanm,0.0,0.353,0.647,14,-0.6705
414,nytimes,Sat Jun 09 23:11:56 +0000 2018,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/X4PKGfkCQc,0.116,0.747,0.137,15,-0.128
415,nytimes,Sat Jun 09 22:53:56 +0000 2018,"Breaking News: Justify won the Belmont Stakes to become the 13th Triple Crown champion, the second in 4 years https://t.co/hm0DyHs93a",0.309,0.691,0.0,16,0.8225
416,nytimes,Sat Jun 09 22:53:01 +0000 2018,"""This has been a very slim Broadway season."" What NYT's theater critics had to say about the Tony Awards nomination… https://t.co/4LbGoj8MbY",0.129,0.776,0.095,17,0.2023
417,nytimes,Sat Jun 09 22:36:48 +0000 2018,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/xKVpypbD5i",0.0,1.0,0.0,18,0.0
418,nytimes,Sat Jun 09 22:20:02 +0000 2018,"She went out for a walk with her dogs. Then she went missing. Hours later, officials found human remains inside of… https://t.co/wMhCiG236J",0.0,0.901,0.099,19,-0.296
419,nytimes,Sat Jun 09 22:10:05 +0000 2018,"Justify will attempt to become the 13th Triple Crown winner, and first since American Pharoah in 2015, in the Belmo… https://t.co/oSk73TTFVu",0.16,0.84,0.0,20,0.5859
420,nytimes,Sun Jun 10 02:25:06 +0000 2018,RT @amyvirshup: Kris Kobach email in group of documents released in connection with census lawsuit says he talked to Wilbur Ross about citi…,0.0,0.921,0.079,21,-0.2263
421,nytimes,Sun Jun 10 02:15:35 +0000 2018,"Before leaving the annual meeting of major world powers, President Trump said that on a scale of 0 to 10, ""the rela… https://t.co/5dSqlZmSHy",0.0,1.0,0.0,22,0.0
422,nytimes,Sun Jun 10 02:05:49 +0000 2018,Documents Show Political Lobbying in Census Question About Citizenship https://t.co/41VoR04bNy,0.0,0.874,0.126,23,-0.0772
423,nytimes,Sun Jun 10 02:03:04 +0000 2018,"Venomous stonefish are ugly, and they're poisonous. And now scientists have discovered that they carry switchblades. https://t.co/YsJ7HkazJa",0.0,0.682,0.318,24,-0.7906
424,nytimes,Sun Jun 10 01:56:53 +0000 2018,"Trudeau’s office responded to Trump's tweets with a statement: ""We are focused on everything we accomplished here a… https://t.co/wQERlgpNnJ",0.256,0.744,0.0,25,0.6705
425,nytimes,Sun Jun 10 01:47:24 +0000 2018,"The ice over Manhattan would have buried even the tallest skyscraper. As it melted, giant boulders embedded deep wi… https://t.co/ulWgedMV5w",0.0,1.0,0.0,26,0.0
426,nytimes,Sun Jun 10 01:35:50 +0000 2018,"Trudeau sought to play down personal clashes with Trump as he wrapped up the G-7 summit, saying he leaves “inspired… https://t.co/gY0bzq4klo",0.107,0.893,0.0,27,0.34
427,nytimes,Sun Jun 10 01:30:41 +0000 2018,Nick Cave Wants You to Work It Out on the Dance Floor https://t.co/GMPPrGqLh7,0.0,1.0,0.0,28,0.0
428,nytimes,Sun Jun 10 01:18:36 +0000 2018,"Janelle Monáe brings a pair of big fuzzy socks on the road. ""I like to moonwalk when I’m on the tour bus. It’s my f… https://t.co/jbf5ZtCzC8",0.094,0.906,0.0,29,0.3612
429,nytimes,Sun Jun 10 01:03:05 +0000 2018,"RT @kimseverson: Here's a sketch of Bourdain’s last couple of days in the medieval village where he died, from @MilanSchreuer of the @nytim…",0.0,0.854,0.146,30,-0.5574
430,nytimes,Sun Jun 10 00:04:46 +0000 2018,Judge Stops Deportation of a New York Pizza Delivery Man https://t.co/HvmhAiLkvU,0.0,0.849,0.151,31,-0.1531
431,nytimes,Sat Jun 09 23:43:28 +0000 2018,RT @nytimestravel: This year would have been Leonard Bernstein's 100th birthday. Celebrate his rich musical legacy at these events around t…,0.278,0.722,0.0,32,0.8074
432,nytimes,Sat Jun 09 23:43:02 +0000 2018,"Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling P… https://t.co/Y0hQKylGpt",0.0,0.87,0.13,33,-0.4019
433,nytimes,Sat Jun 09 23:25:30 +0000 2018,I Have Post-Brokeness Stress Disorder https://t.co/DzbNcVsanm,0.0,0.353,0.647,34,-0.6705
434,nytimes,Sat Jun 09 23:11:56 +0000 2018,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/X4PKGfkCQc,0.116,0.747,0.137,35,-0.128
435,nytimes,Sat Jun 09 22:53:56 +0000 2018,"Breaking News: Justify won the Belmont Stakes to become the 13th Triple Crown champion, the second in 4 years https://t.co/hm0DyHs93a",0.309,0.691,0.0,36,0.8225
436,nytimes,Sat Jun 09 22:53:01 +0000 2018,"""This has been a very slim Broadway season."" What NYT's theater critics had to say about the Tony Awards nomination… https://t.co/4LbGoj8MbY",0.129,0.776,0.095,37,0.2023
437,nytimes,Sat Jun 09 22:36:48 +0000 2018,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/xKVpypbD5i",0.0,1.0,0.0,38,0.0
438,nytimes,Sat Jun 09 22:20:02 +0000 2018,"She went out for a walk with her dogs. Then she went missing. Hours later, officials found human remains inside of… https://t.co/wMhCiG236J",0.0,0.901,0.099,39,-0.296
439,nytimes,Sat Jun 09 22:10:05 +0000 2018,"Justify will attempt to become the 13th Triple Crown winner, and first since American Pharoah in 2015, in the Belmo… https://t.co/oSk73TTFVu",0.16,0.84,0.0,40,0.5859
440,nytimes,Sat Jun 09 22:00:09 +0000 2018,"New parks are cropping up across the city, many courtesy of new apartment complexes, but you won’t need to have a p… https://t.co/NW2yo2cQ4L",0.077,0.923,0.0,41,0.1901
441,nytimes,Sat Jun 09 21:45:04 +0000 2018,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/prmvr6p22Z",0.346,0.654,0.0,42,0.6486
442,nytimes,Sat Jun 09 21:30:11 +0000 2018,"In @NYTOpinion

Sarah Jackson writes, ""Anthony Bourdain was not just curious about food and the world. He was aware… https://t.co/5hEzlnvRuR",0.0,0.906,0.094,43,-0.2411
443,nytimes,Sat Jun 09 21:15:06 +0000 2018,Anthony Bourdain understood that eating was simply a way of taking the world inside you https://t.co/MFUCcrSnln,0.0,1.0,0.0,44,0.0
444,nytimes,Sat Jun 09 21:00:09 +0000 2018,"A salmonella outbreak has been linked to melons sold at Trader Joe's, Costco, Walgreens and other stores in 8 states https://t.co/OelPlvpK5c",0.0,1.0,0.0,45,0.0
445,nytimes,Sat Jun 09 20:45:08 +0000 2018,"With American presidential races requiring an ever-dizzying amount of money, a behind-the-scenes 2020 contest is al… https://t.co/tHOnZLcUXg",0.0,1.0,0.0,46,0.0
446,nytimes,Sat Jun 09 20:37:06 +0000 2018,"RT @NYTNational: ⚡️ “Audio Series: ​Charm City”

https://t.co/wY7o7Opy3u",0.0,1.0,0.0,47,0.0
447,nytimes,Sat Jun 09 20:30:05 +0000 2018,"Surveillance cameras are an inescapable fixture of the modern city. But in Newark, the police have taken an extraor… https://t.co/lzw2Eo7eCH",0.0,1.0,0.0,48,0.0
448,nytimes,Sat Jun 09 20:15:09 +0000 2018,We demolish the lame excuses British executives gave for the lack of women on corporate boards. Read the latest Gen… https://t.co/jhJiWjGPGd,0.0,0.788,0.212,49,-0.6249
449,nytimes,Sat Jun 09 20:00:07 +0000 2018,"With Kyrie Irving's popularity has come controversy: He has questioned several times whether the Earth is round, an… https://t.co/XuXD1Q2qPy",0.144,0.791,0.065,50,0.4019
450,nytimes,Sat Jun 09 19:45:02 +0000 2018,"In @NYTOpinion 

Daniel Patterson writes, ""No matter how famous and seemingly unapproachable he became in the world… https://t.co/BQnrKYPvyI",0.057,0.829,0.114,51,-0.2732
451,nytimes,Sat Jun 09 19:30:10 +0000 2018,Gun ranges and gun shops in several states have declared themselves “Muslim-free zones.” Several Muslim gun owners… https://t.co/GOwpHFkLks,0.0,0.676,0.324,52,-0.7351
452,nytimes,Sat Jun 09 19:15:07 +0000 2018,"In @NYTOpinion 

Musa Okwonga writes, ""Here we are again on the eve of the planet’s greatest traveling festival: Ye… https://t.co/nBxJnGwvsF",0.291,0.709,0.0,53,0.8126
453,nytimes,Sat Jun 09 19:00:09 +0000 2018,Have questions about the Belmont Stakes and the Triple Crown? We have your answers. https://t.co/GPu2uPlTRV,0.0,1.0,0.0,54,0.0
454,nytimes,Sat Jun 09 18:45:05 +0000 2018,“I talk back to people when they say something about me now because I know even with my condition that I am beautif… https://t.co/TJmesUhGTL,0.0,1.0,0.0,55,0.0
455,nytimes,Sat Jun 09 18:30:14 +0000 2018,Science is taking a back seat in policymaking across the Trump administration. The North Korea nuclear talks offer… https://t.co/hauZtxGqq5,0.0,1.0,0.0,56,0.0
456,nytimes,Sat Jun 09 18:15:08 +0000 2018,"In his own unorthodox way, Trump has been preparing for this encounter with Kim Jong-Un his entire adult life https://t.co/VlXkCmqssL",0.0,1.0,0.0,57,0.0
457,nytimes,Sat Jun 09 18:00:05 +0000 2018,"With his America First agenda, Trump has driven a wedge between the U.S. and its allies, ceding leadership and its… https://t.co/sfyYD4o3hM",0.0,1.0,0.0,58,0.0
458,nytimes,Sat Jun 09 17:50:07 +0000 2018,"RT @TheSteinLine: All the tales — legacy, free agency, injury — from what might (or might not) have been LeBron James’ last night as a Clev…",0.122,0.775,0.103,59,0.128
459,nytimes,Sat Jun 09 17:40:03 +0000 2018,California has dug in at the front lines of the resistance to President Trump. And then there is Orange County. https://t.co/BSVW14kSmd,0.0,1.0,0.0,60,0.0
460,nytimes,Sat Jun 09 17:25:03 +0000 2018,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/TR5noBS7Ee",0.0,1.0,0.0,61,0.0
461,nytimes,Sat Jun 09 17:10:03 +0000 2018,"Who’s right, Elon Musk or Mark Zuckerberg? Is supersmart artificial intelligence a potential threat to humans, or a… https://t.co/8zay2rbSEG",0.138,0.711,0.151,62,-0.0772
462,nytimes,Sat Jun 09 17:00:23 +0000 2018,"RT @stanfordc: I’m proud to say that there has never been a swimsuit portion of the news quiz 
https://t.co/e1Z8wlhYvy https://t.co/4YJ7UrG…",0.147,0.853,0.0,63,0.4767
463,nytimes,Sat Jun 09 16:45:09 +0000 2018,"30 billion gallons of Hawaiian lava, as seen from the ground and space https://t.co/vz9qQOCYS9",0.0,1.0,0.0,64,0.0
464,nytimes,Sat Jun 09 16:30:07 +0000 2018,She wanted to celebrate their marriage in lavish style. He had something less lofty in mind. A lovers’ battle ensue… https://t.co/RnvIaxRtRP,0.152,0.741,0.107,65,0.2732
465,nytimes,Sat Jun 09 16:15:02 +0000 2018,"Anthony Bourdain's sudden death at Le Chambard, a hotel in the village of Kaysersberg in northeastern France, sent… https://t.co/V5gRoZKGQN",0.0,0.813,0.187,66,-0.5994
466,nytimes,Sat Jun 09 16:01:00 +0000 2018,"@jimdwyernyt ""The supply of excellent schools cannot meet the demands of capable students, whatever their backgroun… https://t.co/KF39XvdUjJ",0.296,0.704,0.0,67,0.743
467,nytimes,Sat Jun 09 15:58:00 +0000 2018,"@jimdwyernyt The specialized schools are far from bastions of privilege, dominated by immigrants or the children of… https://t.co/DWOoiPghSz",0.128,0.872,0.0,68,0.3612
468,nytimes,Sat Jun 09 15:55:03 +0000 2018,"In New York’s ragged history of race, class, privilege and equity, the city’s specialized high schools have long be… https://t.co/HL2yw2JmHz",0.116,0.884,0.0,69,0.3612
469,nytimes,Sat Jun 09 15:41:58 +0000 2018,Breaking News: President Trump threatened to end trade with G-7 nations that he said use unfair practices. “We’re l… https://t.co/uI5rOmZ76O,0.0,0.747,0.253,70,-0.7269
470,nytimes,Sat Jun 09 15:32:50 +0000 2018,"Flaky mounds of quick bread, golden brown, with a significant crumb https://t.co/wbMRgvySpY",0.153,0.847,0.0,71,0.2023
471,nytimes,Sat Jun 09 15:16:31 +0000 2018,Breaking News: Simona Halep of Romania beat Sloane Stephens to win the French Open. It was the first Grand Slam tit… https://t.co/3sFwWkJ353,0.239,0.669,0.092,72,0.6369
472,nytimes,Sat Jun 09 15:05:06 +0000 2018,Her $1 million gift left educators asking: How was one teacher able to save so much money?https://t.co/Vv8fhgbwWA,0.289,0.711,0.0,73,0.7269
473,nytimes,Sat Jun 09 14:51:21 +0000 2018,"If you or someone else you know is having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-8… https://t.co/5kOUYV8c3u",0.0,0.679,0.321,74,-0.875
474,nytimes,Sat Jun 09 14:50:03 +0000 2018,New federal data shows that suicide rates have been increasing for years in almost every state and across demograph… https://t.co/g6znmjYQl5,0.0,0.809,0.191,75,-0.6705
475,nytimes,Sat Jun 09 14:37:50 +0000 2018,"After failing to repeal the Affordable Care Act, the Trump administration is seizing on a different strategy for di… https://t.co/Low8zwBsVL",0.136,0.723,0.14,76,-0.0258
476,nytimes,Sat Jun 09 14:36:39 +0000 2018,"Our experts weighed in on the contenders, including the Triple Crown hopeful Justify, for the 150th Belmont Stakes https://t.co/xi9TIoAxWb",0.155,0.845,0.0,77,0.5106
477,nytimes,Sat Jun 09 14:20:07 +0000 2018,"RT @NYTMetro: “This is the deportation machine in full effect, and everyone should wake up to how American citizens and their families are…",0.0,1.0,0.0,78,0.0
478,nytimes,Sat Jun 09 14:02:25 +0000 2018,"RT @caityweaver: The strangest and best recommendation I will ever make to you is: Listen to the same 4 podcast appearances by ""Sex and the…",0.16,0.84,0.0,79,0.6369
479,nytimes,Sat Jun 09 13:43:12 +0000 2018,Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’ https://t.co/jpXdOMmBOf,0.0,0.864,0.136,80,-0.296
480,nytimes,Sat Jun 09 13:38:05 +0000 2018,Elizabeth Warren and a Scholarly Debate Over Medical Bankruptcy That Won’t Go Away https://t.co/mbz6wvuSUO,0.0,1.0,0.0,81,0.0
481,nytimes,Sat Jun 09 13:26:45 +0000 2018,RT @NYTStyles: Parties! https://t.co/MdgG2e1xjI,0.499,0.501,0.0,82,0.4574
482,nytimes,Sat Jun 09 13:06:58 +0000 2018,"RT @nytimesbusiness: ""Wealth was about being able to create the change you wish to see in the world.” https://t.co/KoQCO5Iy1y",0.333,0.667,0.0,83,0.7906
483,nytimes,Sat Jun 09 12:50:47 +0000 2018,An exhibition in London examines the feelings people harbor about their teeth. Here's a look at some of the most cu… https://t.co/KRz76xwrXq,0.0,1.0,0.0,84,0.0
484,nytimes,Sat Jun 09 12:33:02 +0000 2018,RT @NYTSports: Need a winner for the Belmont Stakes? @MHoppertNYT and @joedrape have you covered: https://t.co/44joWHhuTm,0.213,0.787,0.0,85,0.5859
485,nytimes,Sat Jun 09 12:32:42 +0000 2018,Why Cities Can’t Stop Poaching From One Another https://t.co/X1SeTjbqKs,0.0,0.784,0.216,86,-0.296
486,nytimes,Sat Jun 09 12:17:32 +0000 2018,RT @nytimesworld: Austrian officials have ordered seven mosques to close and may refuse dozens of imams the right to reside in the country…,0.0,0.909,0.091,87,-0.296
487,nytimes,Sat Jun 09 12:00:08 +0000 2018,RT @nytrealestate: A quick guide to what you need to get your first apartment in New York City https://t.co/NQYV03Xkyn,0.0,1.0,0.0,88,0.0
488,nytimes,Sat Jun 09 11:49:08 +0000 2018,Men’s Fashion Week Loses Some Luster https://t.co/TCj0nbeFMj,0.0,0.723,0.277,89,-0.3182
489,nytimes,Sat Jun 09 11:41:16 +0000 2018,"Inside New York’s dollar van wars: strict regulations, low margins and a constant fight with rogue van drivers https://t.co/kiAEpdxkgV",0.0,0.644,0.356,90,-0.8074
490,nytimes,Sat Jun 09 11:23:34 +0000 2018,"RT @NYTMetro: On the stoop that was his perch, a requiem for the mayor of West 83rd Street, in Manhattan. https://t.co/qRN1VlPo1t",0.0,1.0,0.0,91,0.0
491,nytimes,Sat Jun 09 11:07:18 +0000 2018,"Charlotte Fox, 61, Trailblazing Alpinist and Everest Survivor, Dies https://t.co/nM5gpQdLhB",0.217,0.783,0.0,92,0.3612
492,nytimes,Sat Jun 09 11:05:12 +0000 2018,A Good Appetite: Chicken Milanese Has Its Moment https://t.co/Rhco2hq6mS,0.293,0.707,0.0,93,0.4404
493,nytimes,Sat Jun 09 11:03:06 +0000 2018,The New York Times obituary for Anthony Bourdain https://t.co/D697EnEWQX,0.0,1.0,0.0,94,0.0
494,nytimes,Sat Jun 09 10:35:35 +0000 2018,RT @NYTmag: 24 hours. 23 photographers. One city. One topic: Love. Watch the making of this issue https://t.co/s2uND5xgVs and see the full…,0.167,0.833,0.0,95,0.6369
495,nytimes,Sat Jun 09 10:18:25 +0000 2018,The recent volcanic eruptions in Hawaii and Guatemala are a reminder that not all volcanoes are created equal https://t.co/M7sNdtwIzJ,0.105,0.895,0.0,96,0.25
496,nytimes,Sat Jun 09 10:00:17 +0000 2018,"For the 3rd time in 4 seasons, and for the 2nd year in a row, the Golden State Warriors are NBA champions https://t.co/r7NgjH0nbf",0.145,0.855,0.0,97,0.5267
497,nytimes,Sat Jun 09 09:41:41 +0000 2018,"RT @nytimestech: The Chinese electronics maker ZTE has survived its brush with death. Now, it has to figure out how to stay in business. He…",0.109,0.762,0.129,98,-0.1531
498,nytimes,Sat Jun 09 09:24:47 +0000 2018,"RT @nytrealestate: You may like the contractor, but does the contractor like you back? https://t.co/kPShW4JONu",0.278,0.722,0.0,99,0.6124
499,nytimes,Sat Jun 09 09:07:20 +0000 2018,"RT @NYTmag: On a rainy Saturday morning on May 19, @philip_nyc captured love in the middle of Times Square. See more from our #NYTLoveCity…",0.158,0.792,0.049,100,0.5994
